date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:33:12	4991/4991	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2015%20Nov%202024%2002:33:11%20GMT	https://preppykitchen.com/xmlrpc.php?rsd	preppykitchen.com/xmlrpc0db0.php	(from https://preppykitchen.com/)
18:33:12	284111/284111	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:55:03%20GMT	https://preppykitchen.com/page/2/	preppykitchen.com/page/2/index.html	(from https://preppykitchen.com/)
18:33:13	20379/20379	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227a877bd10e46d9a731a97fe3bb7c78dd%22	https://preppykitchen.com/feed/	preppykitchen.com/feed/index.html	(from https://preppykitchen.com/)
18:33:13	231442/231442	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:33:12%20GMT	https://preppykitchen.com/Firefox/	preppykitchen.com/Firefox/index.html	(from https://preppykitchen.com/)
18:33:13	17935/17935	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2258471c21f044e28be303723953a11c0e%22	https://preppykitchen.com/comments/feed/	preppykitchen.com/comments/feed/index.html	(from https://preppykitchen.com/)
18:33:13	349596/349596	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2002:33:12%20GMT	https://preppykitchen.com/wp-json/	preppykitchen.com/wp-json/index.html	(from https://preppykitchen.com/)
18:33:14	234060/234060	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:33:13%20GMT	https://preppykitchen.com/slickstream-code	preppykitchen.com/slickstream-code	(from https://preppykitchen.com/)
18:33:14	4991/4991	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2015%20Nov%202024%2002:33:13%20GMT	https://preppykitchen.com/xmlrpc.php	preppykitchen.com/xmlrpc.php	(from https://preppykitchen.com/)
18:33:14	2578/2578	---M--	200	added ('OK')	image/png	etag:%225e9f7123-a94%22	https://preppykitchen.com/wp-content/uploads/2020/04/favicon.png	preppykitchen.com/wp-content/uploads/2020/04/favicon.png	(from https://preppykitchen.com/)
18:33:15	2392/2392	---M--	200	added ('OK')	image/png	etag:%22602b824f-a66%22	https://preppykitchen.com/wp-content/uploads/2021/02/preppy-kitchen-logo.png	preppykitchen.com/wp-content/uploads/2021/02/preppy-kitchen-logo.png	(from https://preppykitchen.com/)
18:33:15	1125/1125	---M--	200	added ('OK')	image/png	etag:%22602b82b6-4a2%22	https://preppykitchen.com/wp-content/uploads/2021/02/preppy-kitchen-logo-mobile.png	preppykitchen.com/wp-content/uploads/2021/02/preppy-kitchen-logo-mobile.png	(from https://preppykitchen.com/)
18:33:15	40793/40793	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22665766d4-9f59%22	https://preppykitchen.com/wp-content/plugins/simple-social-icons/symbol-defs.svg	preppykitchen.com/wp-content/plugins/simple-social-icons/symbol-defs.svg	(from https://preppykitchen.com/)
18:33:15	28185/28185	---M--	200	added ('OK')	image/jpeg	etag:%22672d6772-6e19%22	https://preppykitchen.com/wp-content/uploads/2024/11/Cranberry-Pie-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/11/Cranberry-Pie-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:16	34270/34270	---M--	200	added ('OK')	image/jpeg	etag:%2260a2f45b-8635%22	https://preppykitchen.com/wp-content/uploads/2021/05/Turkey-Pot-Pie-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2021/05/Turkey-Pot-Pie-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:16	37028/37028	---M--	200	added ('OK')	image/jpeg	etag:%2265392db4-91bd%22	https://preppykitchen.com/wp-content/uploads/2023/10/Roasted-Butternut-Squash-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2023/10/Roasted-Butternut-Squash-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:16	25777/25777	---M--	200	added ('OK')	image/jpeg	etag:%22672b9aec-64b1%22	https://preppykitchen.com/wp-content/uploads/2024/11/Pumpkin-Meringue-Pie-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/11/Pumpkin-Meringue-Pie-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:16	49464/49464	---M--	200	added ('OK')	image/jpeg	etag:%22672bfef0-c3fb%22	https://preppykitchen.com/wp-content/uploads/2024/11/Spatchcock-Turkey-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/11/Spatchcock-Turkey-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:17	38402/38402	---M--	200	added ('OK')	image/jpeg	etag:%2264dd1633-98e3%22	https://preppykitchen.com/wp-content/uploads/2023/08/Green-Bean-Casserole-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2023/08/Green-Bean-Casserole-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:17	28275/28275	---M--	200	added ('OK')	image/jpeg	etag:%226137430f-6e73%22	https://preppykitchen.com/wp-content/uploads/2021/09/Roasted-Carrots-feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2021/09/Roasted-Carrots-feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:17	25691/25691	---M--	200	added ('OK')	image/jpeg	etag:%225f7b40df-645b%22	https://preppykitchen.com/wp-content/uploads/2020/10/pecan-pie-bars-feature--360x495.jpg	preppykitchen.com/wp-content/uploads/2020/10/pecan-pie-bars-feature--360x495.jpg	(from https://preppykitchen.com/)
18:33:17	19068/19068	---M--	200	added ('OK')	image/jpeg	etag:%226728dc15-4a7c%22	https://preppykitchen.com/wp-content/uploads/2024/11/Dinner-Rolls-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/11/Dinner-Rolls-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:17	33767/33767	---M--	200	added ('OK')	image/jpeg	etag:%2265249a39-84d5%22	https://preppykitchen.com/wp-content/uploads/2023/10/Mashed-Potatoes-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2023/10/Mashed-Potatoes-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:18	30702/30702	---M--	200	added ('OK')	image/jpeg	etag:%225f289997-77ee%22	https://preppykitchen.com/wp-content/uploads/2019/11/Pecan-pie-Feature-new-360x495.jpg	preppykitchen.com/wp-content/uploads/2019/11/Pecan-pie-Feature-new-360x495.jpg	(from https://preppykitchen.com/)
18:33:18	30567/30567	---M--	200	added ('OK')	image/jpeg	etag:%226544f652-78ac%22	https://preppykitchen.com/wp-content/uploads/2023/11/Pecan-Pie-Cheesecake-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2023/11/Pecan-Pie-Cheesecake-Feature-360x495.jpg	(from https://preppykitchen.com/)
18:33:18	20295/20295	---M--	200	added ('OK')	image/jpeg	etag:%225f078251-4f47%22	https://preppykitchen.com/wp-content/uploads/2020/07/Pumpkin-Roll-Cake-Feature-360x361.jpg	preppykitchen.com/wp-content/uploads/2020/07/Pumpkin-Roll-Cake-Feature-360x361.jpg	(from https://preppykitchen.com/)
18:33:18	25705/25705	---M--	200	added ('OK')	image/jpeg	etag:%2262d20b07-6566%22	https://preppykitchen.com/wp-content/uploads/2022/07/Cheesecake-feature-new-360x361.jpg	preppykitchen.com/wp-content/uploads/2022/07/Cheesecake-feature-new-360x361.jpg	(from https://preppykitchen.com/)
18:33:19	25513/25513	---M--	200	added ('OK')	image/jpeg	etag:%2267100039-658c%22	https://preppykitchen.com/wp-content/uploads/2024/10/Dirt-Cake-Feature-360x361.jpg	preppykitchen.com/wp-content/uploads/2024/10/Dirt-Cake-Feature-360x361.jpg	(from https://preppykitchen.com/)
18:33:19	26984/26984	---M--	200	added ('OK')	image/jpeg	etag:%22670420ea-6a8f%22	https://preppykitchen.com/wp-content/uploads/2024/10/Graham-Cracker-Crust-Feature-360x361.jpg	preppykitchen.com/wp-content/uploads/2024/10/Graham-Cracker-Crust-Feature-360x361.jpg	(from https://preppykitchen.com/)
18:33:19	24193/24193	---M--	200	added ('OK')	image/jpeg	etag:%225f65560a-6688%22	https://preppykitchen.com/wp-content/uploads/2020/09/New-Headshot-Round-60-2.jpg	preppykitchen.com/wp-content/uploads/2020/09/New-Headshot-Round-60-2.jpg	(from https://preppykitchen.com/)
18:33:19	44785/44785	---M--	200	added ('OK')	image/jpeg	etag:%2265a6cf2b-eabd%22	https://preppykitchen.com/wp-content/uploads/2024/01/Preppy-Kitchen-Super-Easy-Cover-300.jpg	preppykitchen.com/wp-content/uploads/2024/01/Preppy-Kitchen-Super-Easy-Cover-300.jpg	(from https://preppykitchen.com/)
18:33:19	29490/29490	---M--	200	added ('OK')	image/jpeg	etag:%225e9f713b-7bc7%22	https://preppykitchen.com/wp-content/uploads/2020/04/featured-in-logos-sidebar-compressor.jpg	preppykitchen.com/wp-content/uploads/2020/04/featured-in-logos-sidebar-compressor.jpg	(from https://preppykitchen.com/)
18:33:20	11087/11087	---M--	200	added ('OK')	image/jpeg	etag:%22661b7c10-2f0b%22	https://preppykitchen.com/wp-content/uploads/wordpress-popular-posts/15469-featured-185x255.jpg	preppykitchen.com/wp-content/uploads/wordpress-popular-posts/15469-featured-185x255.jpg	(from https://preppykitchen.com/)
18:33:20	10468/10468	---M--	200	added ('OK')	image/jpeg	etag:%226654c38b-29e7%22	https://preppykitchen.com/wp-content/uploads/wordpress-popular-posts/17994-featured-185x255.jpg	preppykitchen.com/wp-content/uploads/wordpress-popular-posts/17994-featured-185x255.jpg	(from https://preppykitchen.com/)
18:33:20	13209/13209	---M--	200	added ('OK')	image/jpeg	etag:%22661b7c11-8381%22	https://preppykitchen.com/wp-content/uploads/wordpress-popular-posts/26779-featured-185x255.jpg	preppykitchen.com/wp-content/uploads/wordpress-popular-posts/26779-featured-185x255.jpg	(from https://preppykitchen.com/)
18:33:20	6205/6205	---M--	200	added ('OK')	image/jpeg	etag:%22661b7c12-1a7c%22	https://preppykitchen.com/wp-content/uploads/wordpress-popular-posts/4353-featured-185x255.jpg	preppykitchen.com/wp-content/uploads/wordpress-popular-posts/4353-featured-185x255.jpg	(from https://preppykitchen.com/)
18:33:21	9020/9020	---M--	200	added ('OK')	image/jpeg	etag:%22661b7c14-262d%22	https://preppykitchen.com/wp-content/uploads/wordpress-popular-posts/854-featured-185x255.jpg	preppykitchen.com/wp-content/uploads/wordpress-popular-posts/854-featured-185x255.jpg	(from https://preppykitchen.com/)
18:33:21	8204/8204	---M--	200	added ('OK')	image/jpeg	etag:%226734d75a-604d%22	https://preppykitchen.com/wp-content/uploads/wordpress-popular-posts/15511-featured-185x255.jpg	preppykitchen.com/wp-content/uploads/wordpress-popular-posts/15511-featured-185x255.jpg	(from https://preppykitchen.com/)
18:33:21	32538/32538	---M--	200	added ('OK')	image/jpeg	etag:%225e9f7131-7f45%22	https://preppykitchen.com/wp-content/uploads/2020/04/featured-in-logos-footer.jpg	preppykitchen.com/wp-content/uploads/2020/04/featured-in-logos-footer.jpg	(from https://preppykitchen.com/)
18:33:21	353458/353458	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267212754-564b2%22	https://preppykitchen.com/wp-content/plugins/wp-recipe-maker/dist/public-modern.js	preppykitchen.com/wp-content/plugins/wp-recipe-maker/dist/public-modern.js	(from https://preppykitchen.com/)
18:33:21	200116/200116	---MCZ	200	added ('OK')	application/javascript	etag:W/%22672b8717-30db4%22	https://preppykitchen.com/wp-content/plugins/wp-recipe-maker-premium/dist/public-elite.js	preppykitchen.com/wp-content/plugins/wp-recipe-maker-premium/dist/public-elite.js	(from https://preppykitchen.com/)
18:33:23	322880/322880	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:29%20GMT	https://preppykitchen.com/recipes/	preppykitchen.com/recipes/index.html	(from https://preppykitchen.com/)
18:33:23	252477/252477	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:33:22%20GMT	https://preppykitchen.com/GET	preppykitchen.com/GET	(from https://preppykitchen.com/)
18:33:26	309968/309968	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:43:10%20GMT	https://preppykitchen.com/category/recipes/desserts/	preppykitchen.com/category/recipes/desserts/index.html	(from https://preppykitchen.com/)
18:33:26	286338/286338	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2020:03:37%20GMT	https://preppykitchen.com/category/recipes/side-dishes/	preppykitchen.com/category/recipes/side-dishes/index.html	(from https://preppykitchen.com/)
18:33:27	298867/298867	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:53:01%20GMT	https://preppykitchen.com/category/recipes/breakfast/	preppykitchen.com/category/recipes/breakfast/index.html	(from https://preppykitchen.com/)
18:33:27	8892/8892	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671910c3-22bc%22	https://preppykitchen.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	preppykitchen.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://preppykitchen.com/)
18:33:27	290541/290541	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:46:38%20GMT	https://preppykitchen.com/category/recipes/breads/	preppykitchen.com/category/recipes/breads/index.html	(from https://preppykitchen.com/)
18:33:28	619/619	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:33:26%20GMT	https://preppykitchen.com/French-Macarons-feature-1200.jpg	preppykitchen.com/French-Macarons-feature-1200.jpg	(from https://preppykitchen.com/)
18:33:28	298859/298859	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:42%20GMT	https://preppykitchen.com/category/recipes/main-dishes/	preppykitchen.com/category/recipes/main-dishes/index.html	(from https://preppykitchen.com/)
18:33:28	619/619	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:33:27%20GMT	https://preppykitchen.com/Double-Chocolate-Chip-Cookies-Feature.jpg	preppykitchen.com/Double-Chocolate-Chip-Cookies-Feature.jpg	(from https://preppykitchen.com/)
18:33:30	281901/281901	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:34%20GMT	https://preppykitchen.com/category/recipes/salads/	preppykitchen.com/category/recipes/salads/index.html	(from https://preppykitchen.com/)
18:33:30	289455/289455	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:38:02%20GMT	https://preppykitchen.com/category/recipes/soups/	preppykitchen.com/category/recipes/soups/index.html	(from https://preppykitchen.com/)
18:33:31	264111/264111	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:38:42%20GMT	https://preppykitchen.com/category/recipes/instant-pot/	preppykitchen.com/category/recipes/instant-pot/index.html	(from https://preppykitchen.com/)
18:33:31	284657/284657	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:42:57%20GMT	https://preppykitchen.com/category/recipes/casseroles/	preppykitchen.com/category/recipes/casseroles/index.html	(from https://preppykitchen.com/)
18:33:32	289096/289096	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:50:53%20GMT	https://preppykitchen.com/category/recipes/drinks/	preppykitchen.com/category/recipes/drinks/index.html	(from https://preppykitchen.com/)
18:33:32	291567/291567	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:35:37%20GMT	https://preppykitchen.com/category/recipes/appetizers/	preppykitchen.com/category/recipes/appetizers/index.html	(from https://preppykitchen.com/)
18:33:33	298382/298382	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:46:38%20GMT	https://preppykitchen.com/category/recipes/holiday/	preppykitchen.com/category/recipes/holiday/index.html	(from https://preppykitchen.com/)
18:33:33	249622/249622	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:07%20GMT	https://preppykitchen.com/meet-john/	preppykitchen.com/meet-john/index.html	(from https://preppykitchen.com/)
18:33:34	278862/278862	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:38:20%20GMT	https://preppykitchen.com/press/	preppykitchen.com/press/index.html	(from https://preppykitchen.com/)
18:33:34	263024/263024	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:21%20GMT	https://preppykitchen.com/my-new-cookbook/	preppykitchen.com/my-new-cookbook/index.html	(from https://preppykitchen.com/)
18:33:34	266410/266410	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:39%20GMT	https://preppykitchen.com/cookbook/	preppykitchen.com/cookbook/index.html	(from https://preppykitchen.com/)
18:33:35	273554/273554	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:41:25%20GMT	https://preppykitchen.com/shop/	preppykitchen.com/shop/index.html	(from https://preppykitchen.com/)
18:33:35	247789/247789	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:37:45%20GMT	https://preppykitchen.com/contact/	preppykitchen.com/contact/index.html	(from https://preppykitchen.com/)
18:33:35	218655/218655	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2002:33:34%20GMT	https://preppykitchen.com/?s={s}	preppykitchen.com/index1f8a.html	(from https://preppykitchen.com/)
18:33:36	457726/457726	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:41:32%20GMT	https://preppykitchen.com/cranberry-pie/	preppykitchen.com/cranberry-pie/index.html	(from https://preppykitchen.com/)
18:33:36	469495/469495	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:27%20GMT	https://preppykitchen.com/turkey-pot-pie/	preppykitchen.com/turkey-pot-pie/index.html	(from https://preppykitchen.com/)
18:33:37	451477/451477	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:27%20GMT	https://preppykitchen.com/roasted-butternut-squash/	preppykitchen.com/roasted-butternut-squash/index.html	(from https://preppykitchen.com/)
18:33:39	461910/461910	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:28%20GMT	https://preppykitchen.com/spatchcock-turkey/	preppykitchen.com/spatchcock-turkey/index.html	(from https://preppykitchen.com/)
18:33:39	472865/472865	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:34:24%20GMT	https://preppykitchen.com/pumpkin-pie-with-mile-high-meringue/	preppykitchen.com/pumpkin-pie-with-mile-high-meringue/index.html	(from https://preppykitchen.com/)
18:33:40	448759/448759	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:55%20GMT	https://preppykitchen.com/green-bean-casserole/	preppykitchen.com/green-bean-casserole/index.html	(from https://preppykitchen.com/)
18:33:41	447461/447461	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:35:22%20GMT	https://preppykitchen.com/roasted-carrots/	preppykitchen.com/roasted-carrots/index.html	(from https://preppykitchen.com/)
18:33:41	461351/461351	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:36%20GMT	https://preppykitchen.com/pecan-pie-bars/	preppykitchen.com/pecan-pie-bars/index.html	(from https://preppykitchen.com/)
18:33:42	408878/408878	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:45:07%20GMT	https://preppykitchen.com/dinner-rolls/	preppykitchen.com/dinner-rolls/index.html	(from https://preppykitchen.com/)
18:33:42	452342/452342	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:57%20GMT	https://preppykitchen.com/mashed-potatoes/	preppykitchen.com/mashed-potatoes/index.html	(from https://preppykitchen.com/)
18:33:43	490571/490571	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:01:51%20GMT	https://preppykitchen.com/pecan-pie/	preppykitchen.com/pecan-pie/index.html	(from https://preppykitchen.com/)
18:33:43	290596/290596	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2020:02:27%20GMT	https://preppykitchen.com/category/recipes/	preppykitchen.com/category/recipes/index.html	(from https://preppykitchen.com/)
18:33:44	485111/485111	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:35%20GMT	https://preppykitchen.com/pecan-pie-cheesecake/	preppykitchen.com/pecan-pie-cheesecake/index.html	(from https://preppykitchen.com/)
18:33:44	501252/501252	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:06%20GMT	https://preppykitchen.com/pumpkin-roll/	preppykitchen.com/pumpkin-roll/index.html	(from https://preppykitchen.com/)
18:33:45	468512/468512	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2001:35:47%20GMT	https://preppykitchen.com/cheesecake-recipe/	preppykitchen.com/cheesecake-recipe/index.html	(from https://preppykitchen.com/)
18:33:46	445689/445689	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:01:36%20GMT	https://preppykitchen.com/dirt-cake/	preppykitchen.com/dirt-cake/index.html	(from https://preppykitchen.com/)
18:33:47	429508/429508	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:41:54%20GMT	https://preppykitchen.com/graham-cracker-crust/	preppykitchen.com/graham-cracker-crust/index.html	(from https://preppykitchen.com/)
18:33:48	444968/444968	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:33%20GMT	https://preppykitchen.com/peanut-butter-cookies-recipe/	preppykitchen.com/peanut-butter-cookies-recipe/index.html	(from https://preppykitchen.com/)
18:33:49	438890/438890	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:26%20GMT	https://preppykitchen.com/waffle-recipe/	preppykitchen.com/waffle-recipe/index.html	(from https://preppykitchen.com/)
18:33:49	450317/450317	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:23%20GMT	https://preppykitchen.com/oatmeal-chocolate-chip-cookies/	preppykitchen.com/oatmeal-chocolate-chip-cookies/index.html	(from https://preppykitchen.com/)
18:33:50	428914/428914	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:29%20GMT	https://preppykitchen.com/vanilla-buttercream/	preppykitchen.com/vanilla-buttercream/index.html	(from https://preppykitchen.com/)
18:33:50	465776/465776	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2019:44:13%20GMT	https://preppykitchen.com/french-macarons/	preppykitchen.com/french-macarons/index.html	(from https://preppykitchen.com/)
18:33:51	440454/440454	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:41:36%20GMT	https://preppykitchen.com/shortbread-cookies-recipe/	preppykitchen.com/shortbread-cookies-recipe/index.html	(from https://preppykitchen.com/)
18:33:54	287241/287241	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:24%20GMT	https://preppykitchen.com/category/recipes/desserts/cakes/	preppykitchen.com/category/recipes/desserts/cakes/index.html	(from https://preppykitchen.com/)
18:33:54	289320/289320	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:44:21%20GMT	https://preppykitchen.com/category/recipes/desserts/cookies/	preppykitchen.com/category/recipes/desserts/cookies/index.html	(from https://preppykitchen.com/)
18:33:55	286668/286668	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:25%20GMT	https://preppykitchen.com/category/recipes/desserts/pies/	preppykitchen.com/category/recipes/desserts/pies/index.html	(from https://preppykitchen.com/)
18:33:55	286059/286059	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:35:32%20GMT	https://preppykitchen.com/category/recipes/desserts/cupcakes/	preppykitchen.com/category/recipes/desserts/cupcakes/index.html	(from https://preppykitchen.com/)
18:33:55	290093/290093	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:38:02%20GMT	https://preppykitchen.com/privacy-policy/	preppykitchen.com/privacy-policy/index.html	(from https://preppykitchen.com/)
18:33:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2002:33:29%20GMT	https://preppykitchen.com/i-wrote-a-cookbook/i	preppykitchen.com/i-wrote-a-cookbook/i	(from https://preppykitchen.com/i-wrote-a-cookbook/)
18:33:56	4991/4991	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2015%20Nov%202024%2002:33:55%20GMT	https://preppykitchen.com/i-wrote-a-cookbook/window.location.href	preppykitchen.com/i-wrote-a-cookbook/window.location.href	(from https://preppykitchen.com/i-wrote-a-cookbook/)
